order_number,line_item,order_date,customerkey,storekey,productkey,quantity,currency_code,gender,customers_city,customers_state,customers_country,customers_continent,age,product_name,brand,color,_unit_cost_usd_,_unit_price_usd_,subcategorykey,subcategory,categorykey,category,store_country,store_state,square_meters,open_date,exchange,total_price
1357008,2,2018-09-18,1900993,50,105,1,USD,Female,Glen Elder,Kansas,United States,North America,54,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115,106,Bluetooth Headphones,1,Audio,United States,Kansas,2000,2008-03-06,1,115
1357008,3,2018-09-18,1900993,50,509,5,USD,Female,Glen Elder,Kansas,United States,North America,54,Adventure Works LCD19 E108 White,Adventure Works,White,70.87,139,304,Monitors,3,Computers,United States,Kansas,2000,2008-03-06,1,695
1357009,1,2018-09-18,433811,0,1630,3,EUR,Male,Mötzing,Freistaat Bayern,Germany,Europe,72,Contoso DVD 60 DVD Storage Binder L20 Black,Contoso,Black,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.8549,68.67
1357009,2,2018-09-18,433811,0,1555,3,EUR,Male,Mötzing,Freistaat Bayern,Germany,Europe,72,The Phone Company PDA GPS Phone 4.7 inch L950 Silver,The Phone Company,Silver,121.93,368,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,0.8549,1104
1357009,3,2018-09-18,433811,0,2100,8,EUR,Male,Mötzing,Freistaat Bayern,Germany,Europe,72,Contoso Water Heater 7.2GPM X1800 Silver,Contoso,Silver,488.7,1475,804,Water Heaters,8,Home Appliances,Online,Online,0,2010-01-01,0.8549,11800
1357010,1,2018-09-18,1822172,44,36,6,USD,Female,New Carlisle,Ohio,United States,North America,80,Contoso 4GB Portable MP3 Player M450 Yellow,Contoso,Yellow,48.92,95.95,101,MP4&MP3,1,Audio,United States,Arkansas,2000,2010-06-03,1,575.7
1357010,3,2018-09-18,1822172,44,951,3,USD,Female,New Carlisle,Ohio,United States,North America,80,A. Datum Consumer Digital Camera E100 Black,A. Datum,Black,143.26,281,401,Digital Cameras,4,Cameras and camcorders,United States,Arkansas,2000,2010-06-03,1,843
1357011,1,2018-09-18,475180,20,1341,1,EUR,Female,Cottbus,Brandenburg,Germany,Europe,88,Contoso Phone with Memory Dialing-2 lines E90 Black,Contoso,Black,8.16,16,501,Home & Office Phones,5,Cell phones,Germany,Brandenburg,1715,2012-12-15,0.8549,16
1357011,2,2018-09-18,475180,20,1644,2,EUR,Female,Cottbus,Brandenburg,Germany,Europe,88,Contoso DVD External DVD Burner M200 Blue,Contoso,Blue,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Brandenburg,1715,2012-12-15,0.8549,115.76
1357011,3,2018-09-18,475180,20,986,7,EUR,Female,Cottbus,Brandenburg,Germany,Europe,88,A. Datum Compact Digital Camera M200 Silver,A. Datum,Silver,59.32,129,401,Digital Cameras,4,Cameras and camcorders,Germany,Brandenburg,1715,2012-12-15,0.8549,903
1357012,1,2018-09-18,1581565,55,1023,1,USD,Male,Tulsa,Oklahoma,United States,North America,66,A. Datum Advanced Digital Camera M300 Green,A. Datum,Green,86.68,188.5,401,Digital Cameras,4,Cameras and camcorders,United States,Nevada,2000,2009-12-15,1,188.5
1357013,1,2018-09-18,1364466,50,460,1,USD,Male,Los Angeles,California,United States,North America,32,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,United States,Kansas,2000,2008-03-06,1,299.9
1357013,2,2018-09-18,1364466,50,1770,2,USD,Male,Los Angeles,California,United States,North America,32,MGS Age of Empires III: The Asian Dynasties 2008 E126,Tailspin Toys,White,17.33,34,702,Download Games,7,Games and Toys,United States,Kansas,2000,2008-03-06,1,68
1357014,1,2018-09-18,151499,5,445,1,AUD,Male,KOOROONGARRA,Queensland,Australia,Australia,61,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,559,303,Desktops,3,Computers,Australia,Victoria,2000,2015-12-09,1.3887,559
1357014,2,2018-09-18,151499,5,1705,2,AUD,Male,KOOROONGARRA,Queensland,Australia,Australia,61,SV Hand Games men M30 Silver,Southridge Video,Silver,3.16,6.88,701,Boxed Games,7,Games and Toys,Australia,Victoria,2000,2015-12-09,1.3887,13.76
1357014,3,2018-09-18,151499,5,1269,8,AUD,Male,KOOROONGARRA,Queensland,Australia,Australia,61,Contoso Carrying Case E312 Blue,Contoso,Blue,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Australia,Victoria,2000,2015-12-09,1.3887,399.68
1357014,4,2018-09-18,151499,5,44,1,AUD,Male,KOOROONGARRA,Queensland,Australia,Australia,61,Contoso 16GB New Generation MP5 Player M1650 blue,Contoso,Blue,106.69,232,101,MP4&MP3,1,Audio,Australia,Victoria,2000,2015-12-09,1.3887,232
1357015,1,2018-09-18,1049490,0,86,4,GBP,Female,CONSTANTINE,Cornwall,United Kingdom,Europe,32,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Black,45.98,99.99,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,0.7606,399.96
1357015,2,2018-09-18,1049490,0,283,1,GBP,Female,CONSTANTINE,Cornwall,United Kingdom,Europe,32,Contoso Home Theater System 5.1 Channel M1500 Brown,Contoso,Brown,197.28,429,203,Home Theater System,2,TV and Video,Online,Online,0,2010-01-01,0.7606,429
1357015,3,2018-09-18,1049490,0,711,1,GBP,Female,CONSTANTINE,Cornwall,United Kingdom,Europe,32,Proseware All-In-One Photo Printer M200 White,Proseware,White,62.54,136,306,"Printers, Scanners & Fax",3,Computers,Online,Online,0,2010-01-01,0.7606,136
1357015,4,2018-09-18,1049490,0,730,7,GBP,Female,CONSTANTINE,Cornwall,United Kingdom,Europe,32,Proseware All-In-One Photo Printer M200 Green,Proseware,Green,62.54,136,306,"Printers, Scanners & Fax",3,Computers,Online,Online,0,2010-01-01,0.7606,952
1357016,1,2018-09-18,838631,0,2391,1,EUR,Female,Almelo,Overijssel,Netherlands,Europe,30,Proseware Air conditioner 12000BTU M640 Red,Proseware,Red,211.53,459.99,807,Air Conditioners,8,Home Appliances,Online,Online,0,2010-01-01,0.8549,459.99
1357017,1,2018-09-18,2065817,51,117,2,USD,Male,Baltimore,Maryland,United States,North America,46,"Adventure Works 20"" CRT TV E15 Black",Adventure Works,Black,86.67,169.99,201,Televisions,2,TV and Video,United States,Maine,1295,2010-01-01,1,339.98
1357017,2,2018-09-18,2065817,51,48,1,USD,Male,Baltimore,Maryland,United States,North America,46,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Silver,76.45,149.95,104,Recording Pen,1,Audio,United States,Maine,1295,2010-01-01,1,149.95
1357017,3,2018-09-18,2065817,51,1702,1,USD,Male,Baltimore,Maryland,United States,North America,46,SV Hand Games for Office worker L28 Red,Southridge Video,Red,5.63,16.99,701,Boxed Games,7,Games and Toys,United States,Maine,1295,2010-01-01,1,16.99
1357018,1,2018-09-18,542632,21,185,1,EUR,Female,Fischbachau,Freistaat Bayern,Germany,Europe,33,SV 22xDVD X680 Silver,Southridge Video,Silver,55.99,169,202,VCD & DVD,2,TV and Video,Germany,Freie Hansestadt Bremen,560,2018-06-03,0.8549,169
1357019,1,2018-09-18,1813538,0,1333,5,USD,Male,Albuquerque,New Mexico,United States,North America,22,Contoso 4-Line Corded Cordless Telephone M203 Black,Contoso,Black,15.17,32.99,501,Home & Office Phones,5,Cell phones,Online,Online,0,2010-01-01,1,164.95
1357020,1,2018-09-18,1976957,0,172,1,USD,Female,Joplin,Missouri,United States,North America,55,SV 22xDVD X680 Black,Southridge Video,Black,55.99,169,202,VCD & DVD,2,TV and Video,Online,Online,0,2010-01-01,1,169
1357020,2,2018-09-18,1976957,0,454,1,USD,Female,Joplin,Missouri,United States,North America,55,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Brown,137.6,269.9,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1,269.9
1358000,1,2018-09-19,607356,12,164,1,EUR,Female,AURILLAC,Auvergne,France,Europe,34,"Adventure Works 52"" LCD HDTV X790W Brown",Adventure Works,Brown,527.53,1592.2,201,Televisions,2,TV and Video,France,Basse-Normandie,350,2012-06-06,0.8571,1592.2
1358000,2,2018-09-19,607356,12,107,1,EUR,Female,AURILLAC,Auvergne,France,Europe,34,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,61.16,132.99,106,Bluetooth Headphones,1,Audio,France,Basse-Normandie,350,2012-06-06,0.8571,132.99
1358000,3,2018-09-19,607356,12,1569,2,EUR,Female,AURILLAC,Auvergne,France,Europe,34,The Phone Company PDA Palm 3.7 inch M830 White,The Phone Company,White,137.5,299,504,Smart phones & PDAs,5,Cell phones,France,Basse-Normandie,350,2012-06-06,0.8571,598
1358001,1,2018-09-19,1486608,0,749,1,USD,Male,Providence,Rhode Island,United States,North America,23,Contoso Laptop Starter Bundle M200 Black,Contoso,Black,7.59,16.5,308,Computers Accessories,3,Computers,Online,Online,0,2010-01-01,1,16.5
1358001,2,2018-09-19,1486608,0,1517,1,USD,Male,Providence,Rhode Island,United States,North America,23,The Phone Company Smart phones Unlocked M300 Gold,The Phone Company,Gold,122.78,267,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,1,267
1358001,3,2018-09-19,1486608,0,1549,3,USD,Male,Providence,Rhode Island,United States,North America,23,The Phone Company PDA Handheld 4.7 inch L650 Silver,The Phone Company,Silver,128.88,389,504,Smart phones & PDAs,5,Cell phones,Online,Online,0,2010-01-01,1,1167
1358001,4,2018-09-19,1486608,0,1018,1,USD,Male,Providence,Rhode Island,United States,North America,23,A. Datum All in One Digital Camera M200 Green,A. Datum,Green,86.45,188,401,Digital Cameras,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,188
1358001,5,2018-09-19,1486608,0,101,2,USD,Male,Providence,Rhode Island,United States,North America,23,WWI Wireless Bluetooth Stereo Headphones M170 Pink,Wide World Importers,Pink,55.18,120,106,Bluetooth Headphones,1,Audio,Online,Online,0,2010-01-01,1,240
1358003,1,2018-09-19,477389,19,422,1,EUR,Female,Stühlingen,Baden-Württemberg,Germany,Europe,36,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works,Black,321.05,969,303,Desktops,3,Computers,Germany,Berlin,1295,2015-04-04,0.8571,969
1358004,1,2018-09-19,1393425,57,388,2,USD,Female,Wexford,Pennsylvania,United States,North America,46,Adventure Works Laptop12 M1201 Blue,Adventure Works,Blue,195.24,382.95,301,Laptops,3,Computers,United States,New Mexico,1645,2010-06-03,1,765.9
1358005,1,2018-09-19,1168405,36,425,5,GBP,Female,WOOTTON,Kent,United Kingdom,Europe,23,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Black,188.13,369,303,Desktops,3,Computers,United Kingdom,Armagh,1300,2014-07-02,0.7612,1845
1358005,2,2018-09-19,1168405,36,1622,1,GBP,Female,WOOTTON,Kent,United Kingdom,Europe,23,Contoso DVD Recorder L200 Black,Contoso,Black,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Armagh,1300,2014-07-02,0.7612,219
1358005,3,2018-09-19,1168405,36,104,7,GBP,Female,WOOTTON,Kent,United Kingdom,Europe,23,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,White,52.88,115,106,Bluetooth Headphones,1,Audio,United Kingdom,Armagh,1300,2014-07-02,0.7612,805
1358005,5,2018-09-19,1168405,36,2511,3,GBP,Female,WOOTTON,Kent,United Kingdom,Europe,23,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Silver,2.07,4.06,505,Cell phones Accessories,5,Cell phones,United Kingdom,Armagh,1300,2014-07-02,0.7612,12.18
1358005,6,2018-09-19,1168405,36,416,8,GBP,Female,WOOTTON,Kent,United Kingdom,Europe,23,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969,303,Desktops,3,Computers,United Kingdom,Armagh,1300,2014-07-02,0.7612,7752
1358006,1,2018-09-19,1960599,50,2508,6,USD,Male,Birmingham,Alabama,United States,North America,53,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,Contoso,Silver,2.42,4.74,505,Cell phones Accessories,5,Cell phones,United States,Kansas,2000,2008-03-06,1,28.44
1358006,2,2018-09-19,1960599,50,508,1,USD,Male,Birmingham,Alabama,United States,North America,53,Adventure Works LCD20W M240 White,Adventure Works,White,128.3,279,304,Monitors,3,Computers,United States,Kansas,2000,2008-03-06,1,279
1358006,3,2018-09-19,1960599,50,1756,1,USD,Male,Birmingham,Alabama,United States,North America,53,MGS Age of Empires II Gold Edition E122,Tailspin Toys,Black,33.09,64.9,702,Download Games,7,Games and Toys,United States,Kansas,2000,2008-03-06,1,64.9
1358006,4,2018-09-19,1960599,50,1994,1,USD,Male,Birmingham,Alabama,United States,North America,53,Fabrikam Microwave 0.8CuFt E0800 Silver,Fabrikam,Silver,48.43,94.99,803,Microwaves,8,Home Appliances,United States,Kansas,2000,2008-03-06,1,94.99
1358007,1,2018-09-19,1322224,55,86,2,USD,Female,New Orleans,Louisiana,United States,North America,38,NT Wireless Bluetooth Stereo Headphones M402 Black,Northwind Traders,Black,45.98,99.99,106,Bluetooth Headphones,1,Audio,United States,Nevada,2000,2009-12-15,1,199.98
1358009,1,2018-09-19,1112974,40,2088,2,GBP,Male,APPLETON-LE-MOORS,North Yorkshire,United Kingdom,Europe,30,Contoso Water Heater 2.6GPM E0900 White,Contoso,White,258.99,508,804,Water Heaters,8,Home Appliances,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06,0.7612,1016
1358009,2,2018-09-19,1112974,40,2129,2,GBP,Male,APPLETON-LE-MOORS,North Yorkshire,United Kingdom,Europe,30,Contoso Coffee Maker Auto 10C M1000 White,Contoso,White,343.05,745.99,805,Coffee Machines,8,Home Appliances,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06,0.7612,1491.98
1358009,3,2018-09-19,1112974,40,2105,5,GBP,Male,APPLETON-LE-MOORS,North Yorkshire,United Kingdom,Europe,30,Contoso Water Heater 7.2GPM X1800 Grey,Contoso,Grey,488.7,1475,804,Water Heaters,8,Home Appliances,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06,0.7612,7375
1358009,4,2018-09-19,1112974,40,2095,3,GBP,Male,APPLETON-LE-MOORS,North Yorkshire,United Kingdom,Europe,30,Contoso Water Heater 7.2GPM X1800 Green,Contoso,Green,488.7,1475,804,Water Heaters,8,Home Appliances,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06,0.7612,4425
1358010,1,2018-09-19,1268661,51,468,1,USD,Male,Golden Valley,Minnesota,United States,North America,66,Proseware LCD19W M100 Black,Proseware,Black,82.32,179,304,Monitors,3,Computers,United States,Maine,1295,2010-01-01,1,179
1358012,1,2018-09-19,544176,27,1593,1,EUR,Female,Halle,Sachsen-Anhalt,Germany,Europe,46,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Red,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Sachsen-Anhalt,2000,2008-08-08,0.8571,13.89
1358012,2,2018-09-19,544176,27,99,2,EUR,Female,Halle,Sachsen-Anhalt,Germany,Europe,46,WWI Wireless Bluetooth Stereo Headphones M170 Black,Wide World Importers,Black,55.18,120,106,Bluetooth Headphones,1,Audio,Germany,Sachsen-Anhalt,2000,2008-08-08,0.8571,240
1358012,3,2018-09-19,544176,27,1440,2,EUR,Female,Halle,Sachsen-Anhalt,Germany,Europe,46,The Phone Company Touch Screen Phones - CRT M11 Grey,The Phone Company,Grey,86.91,189,503,Touch Screen Phones,5,Cell phones,Germany,Sachsen-Anhalt,2000,2008-08-08,0.8571,378
1358013,1,2018-09-19,676146,14,481,1,EUR,Male,MÂCON,Bourgogne,France,Europe,84,Proseware LCD19 E1000 White,Proseware,White,63.92,139,304,Monitors,3,Computers,France,Franche-ComtÃ©,350,2009-12-15,0.8571,139
1358014,1,2018-09-19,512415,0,1409,1,EUR,Male,Rostock,Mecklenburg-Vorpommern,Germany,Europe,39,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",The Phone Company,Black,195.15,589,503,Touch Screen Phones,5,Cell phones,Online,Online,0,2010-01-01,0.8571,589
1358015,1,2018-09-19,1432706,0,134,3,USD,Male,Tulsa,Oklahoma,United States,North America,53,"Adventure Works 20"" LCD HDTV M120 Black",Adventure Works,Black,160.93,349.95,201,Televisions,2,TV and Video,Online,Online,0,2010-01-01,1,1049.85
1358015,2,2018-09-19,1432706,0,1580,3,USD,Male,Tulsa,Oklahoma,United States,North America,53,SV DVD Recorder L230 Grey,Southridge Video,Grey,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,657
1358016,1,2018-09-19,2098212,48,1685,2,USD,Female,Burnsville,Mississippi,United States,North America,84,SV Hand Games for kids E30 Yellow,Southridge Video,Yellow,2.75,5.39,701,Boxed Games,7,Games and Toys,United States,Idaho,1540,2012-12-15,1,10.78
1358016,2,2018-09-19,2098212,48,1733,1,USD,Female,Burnsville,Mississippi,United States,North America,84,MGS Halo: Combat Evolved E109,Tailspin Toys,Silver,11.62,22.79,702,Download Games,7,Games and Toys,United States,Idaho,1540,2012-12-15,1,22.79
1358016,3,2018-09-19,2098212,48,1266,5,USD,Female,Burnsville,Mississippi,United States,North America,84,Contoso Carrying Case E312 Silver,Contoso,Silver,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,United States,Idaho,1540,2012-12-15,1,249.8
1358018,1,2018-09-19,458601,24,419,1,EUR,Female,Geisenheim,Hessen,Germany,Europe,61,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Silver,188.13,369,303,Desktops,3,Computers,Germany,Hessen,1855,2012-12-15,0.8571,369
1358019,1,2018-09-19,1408551,0,360,2,USD,Male,Columbia,Tennessee,United States,North America,64,Fabrikam Laptop13.3 M3000 Red,Fabrikam,Red,193.74,380,301,Laptops,3,Computers,Online,Online,0,2010-01-01,1,760
1358019,2,2018-09-19,1408551,0,344,3,USD,Male,Columbia,Tennessee,United States,North America,64,Fabrikam Laptop12 M2000 White,Fabrikam,White,186.6,366,301,Laptops,3,Computers,Online,Online,0,2010-01-01,1,1098
1358019,3,2018-09-19,1408551,0,875,1,USD,Male,Columbia,Tennessee,United States,North America,64,Contoso Wireless Notebook Optical Mouse X205 White,Contoso,White,43.06,129.95,308,Computers Accessories,3,Computers,Online,Online,0,2010-01-01,1,129.95
1358020,1,2018-09-19,333575,8,1860,2,CAD,Male,Hamilton,Ontario,Canada,North America,64,NT Washer & Dryer 21in E2100 Blue,Northwind Traders,Blue,815.68,1599.9,801,Washers & Dryers,8,Home Appliances,Canada,Newfoundland and Labrador,2105,2014-07-02,1.2973,3199.8
1358020,2,2018-09-19,333575,8,113,8,CAD,Male,Hamilton,Ontario,Canada,North America,64,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,White,82.83,249.99,106,Bluetooth Headphones,1,Audio,Canada,Newfoundland and Labrador,2105,2014-07-02,1.2973,1999.92
1358021,1,2018-09-19,1049861,38,1858,1,GBP,Male,LARG,Wigtownshire,United Kingdom,Europe,25,NT Washer & Dryer 25.5in M2550 Blue,Northwind Traders,Blue,915.08,1989.9,801,Washers & Dryers,8,Home Appliances,United Kingdom,Belfast,1800,2015-04-04,0.7612,1989.9
1358021,2,2018-09-19,1049861,38,412,2,GBP,Male,LARG,Wigtownshire,United Kingdom,Europe,25,Proseware Laptop12 M210 White,Proseware,White,195.24,382.95,301,Laptops,3,Computers,United Kingdom,Belfast,1800,2015-04-04,0.7612,765.9
1358022,1,2018-09-19,2000732,0,459,5,USD,Female,Honolulu,Hawaii,United States,North America,27,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,137.6,269.9,303,Desktops,3,Computers,Online,Online,0,2010-01-01,1,1349.5
1358022,2,2018-09-19,2000732,0,967,1,USD,Female,Honolulu,Hawaii,United States,North America,27,A. Datum Advanced Digital Camera M300 Grey,A. Datum,Grey,86.68,188.5,401,Digital Cameras,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,188.5
1358022,3,2018-09-19,2000732,0,1594,1,USD,Female,Honolulu,Hawaii,United States,North America,27,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,9.99
1358023,1,2018-09-19,2043708,64,1787,2,USD,Female,Houston,Texas,United States,North America,28,MGS Rise of Nations: Gold Edition 2009 E143,Tailspin Toys,Pink,21.92,43,702,Download Games,7,Games and Toys,United States,Washington DC,1330,2010-01-01,1,86
1358026,1,2018-09-19,1281531,45,432,2,USD,Female,Gardena,California,United States,North America,34,Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works,Brown,254.86,499.9,303,Desktops,3,Computers,United States,Connecticut,2000,2007-07-08,1,999.8
1358026,2,2018-09-19,1281531,45,2321,3,USD,Female,Gardena,California,United States,North America,34,Litware Chandelier M6015 White,Litware,White,105.76,229.99,806,Lamps,8,Home Appliances,United States,Connecticut,2000,2007-07-08,1,689.97
1358026,3,2018-09-19,1281531,45,1611,6,USD,Female,Gardena,California,United States,North America,34,SV DVD 9-Inch Player Portable M300 White,Southridge Video,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Connecticut,2000,2007-07-08,1,959.94
1358027,1,2018-09-19,584863,19,630,6,EUR,Male,Berlin Treptow,Berlin,Germany,Europe,59,WWI Screen 106in M1609 White,Wide World Importers,White,115.43,251,305,Projectors & Screens,3,Computers,Germany,Berlin,1295,2015-04-04,0.8571,1506
1359000,1,2018-09-20,579875,19,51,1,EUR,Male,Münster,Nordrhein-Westfalen,Germany,Europe,54,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,Germany,Berlin,1295,2015-04-04,0.8497,199.95
1359000,2,2018-09-20,579875,19,1557,1,EUR,Male,Münster,Nordrhein-Westfalen,Germany,Europe,54,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,White,142.56,310,504,Smart phones & PDAs,5,Cell phones,Germany,Berlin,1295,2015-04-04,0.8497,310
1359000,3,2018-09-20,579875,19,1651,4,EUR,Male,Münster,Nordrhein-Westfalen,Germany,Europe,54,Contoso DVD 9-Inch Player Portable M300 Silver,Contoso,Silver,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Berlin,1295,2015-04-04,0.8497,639.96
1359001,1,2018-09-20,1179743,38,148,3,GBP,Male,GONFIRTH,Shetland,United Kingdom,Europe,68,"Adventure Works 52"" LCD HDTV X590 Brown",Adventure Works,Brown,960.82,2899.99,201,Televisions,2,TV and Video,United Kingdom,Belfast,1800,2015-04-04,0.7527,8699.97
1359002,1,2018-09-20,228402,10,107,1,CAD,Female,Victoria,British Columbia,Canada,North America,52,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,61.16,132.99,106,Bluetooth Headphones,1,Audio,Canada,Nunavut,1210,2015-04-04,1.2893,132.99
1359002,2,2018-09-20,228402,10,1726,3,CAD,Female,Victoria,British Columbia,Canada,North America,52,MGS Zoo Tycoon 2 E108,Tailspin Toys,Silver,28.55,56,702,Download Games,7,Games and Toys,Canada,Nunavut,1210,2015-04-04,1.2893,168
1359003,1,2018-09-20,259681,0,2107,2,CAD,Female,Huntsville,Ontario,Canada,North America,84,Contoso Water Heater 4.0GPM M1250 Grey,Contoso,Grey,363.75,791,804,Water Heaters,8,Home Appliances,Online,Online,0,2010-01-01,1.2893,1582
1359004,1,2018-09-20,1071414,37,85,7,GBP,Female,RATTEN ROW,Fylde,United Kingdom,Europe,55,NT Wireless Bluetooth Stereo Headphones M402 Green,Northwind Traders,Green,45.98,99.99,106,Bluetooth Headphones,1,Audio,United Kingdom,Ayrshire,2100,2005-03-04,0.7527,699.93
1359004,3,2018-09-20,1071414,37,1621,2,GBP,Female,RATTEN ROW,Fylde,United Kingdom,Europe,55,Contoso DVD Movies E100 Yellow,Contoso,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",United Kingdom,Ayrshire,2100,2005-03-04,0.7527,25.98
1359006,1,2018-09-20,1981833,49,1408,1,USD,Female,Jackson,Mississippi,United States,North America,23,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",The Phone Company,Black,175.27,529,503,Touch Screen Phones,5,Cell phones,United States,Iowa,2000,2018-06-03,1,529
1359006,2,2018-09-20,1981833,49,1781,3,USD,Female,Jackson,Mississippi,United States,North America,23,MGS Rise of Nations: Rise of Legends 2008 E137,Tailspin Toys,White,21.92,43,702,Download Games,7,Games and Toys,United States,Iowa,2000,2018-06-03,1,129
1359006,3,2018-09-20,1981833,49,2096,4,USD,Female,Jackson,Mississippi,United States,North America,23,Contoso Water Heater 4.3GPM M1250 Green,Contoso,Green,403.53,877.5,804,Water Heaters,8,Home Appliances,United States,Iowa,2000,2018-06-03,1,3510
1359007,1,2018-09-20,1484131,66,849,3,USD,Female,Brentwood,Tennessee,United States,North America,45,Contoso Ultraportable Neoprene Sleeve E30 Green,Contoso,Green,7.95,15.6,308,Computers Accessories,3,Computers,United States,Wyoming,840,2014-01-01,1,46.8
1359007,2,2018-09-20,1484131,66,74,7,USD,Female,Brentwood,Tennessee,United States,North America,45,NT Bluetooth Active Headphones E202 Black,Northwind Traders,Black,17.45,37.95,106,Bluetooth Headphones,1,Audio,United States,Wyoming,840,2014-01-01,1,265.65
1359008,1,2018-09-20,1882504,65,1826,5,USD,Male,Chicago,Illinois,United States,North America,60,"MGS Age of Empires, 2009 E182",Tailspin Toys,Blue,16.31,32,702,Download Games,7,Games and Toys,United States,West Virginia,1785,2012-01-01,1,160
1359008,2,2018-09-20,1882504,65,428,1,USD,Male,Chicago,Illinois,United States,North America,60,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,969,303,Desktops,3,Computers,United States,West Virginia,1785,2012-01-01,1,969
1359008,3,2018-09-20,1882504,65,743,2,USD,Male,Chicago,Illinois,United States,North America,60,Contoso Rechargeable Battery E100 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers,United States,West Virginia,1785,2012-01-01,1,25.9
1359009,1,2018-09-20,1265115,51,1761,3,USD,Male,Lombard,Illinois,United States,North America,86,MGS Combat Flight Simulator 2 M400,Tailspin Toys,Black,33.75,73.39,702,Download Games,7,Games and Toys,United States,Maine,1295,2010-01-01,1,220.17
1359009,2,2018-09-20,1265115,51,1636,2,USD,Male,Lombard,Illinois,United States,North America,86,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Silver,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Maine,1295,2010-01-01,1,25.32
1359009,3,2018-09-20,1265115,51,2455,3,USD,Male,Lombard,Illinois,United States,North America,86,Litware USB Foam Fan E1301 Pink,Litware,Pink,10.19,19.99,808,Fans,8,Home Appliances,United States,Maine,1295,2010-01-01,1,59.97
1359010,1,2018-09-20,856677,32,1541,10,EUR,Male,Boskoop,Zuid-Holland,Netherlands,Europe,24,The Phone Company PDA Phone 3.5 inches M320 Silver,The Phone Company,Silver,137.5,299,504,Smart phones & PDAs,5,Cell phones,Netherlands,Flevoland,910,2010-01-01,0.8497,2990
1359010,2,2018-09-20,856677,32,1946,5,EUR,Male,Boskoop,Zuid-Holland,Netherlands,Europe,24,Litware Refrigerator 19CuFt M760 Brown,Litware,Brown,413.42,899,802,Refrigerators,8,Home Appliances,Netherlands,Flevoland,910,2010-01-01,0.8497,4495
